human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000198909,NA,NA,MAP3K3,protein_coding,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855],MAP3K3
ENSG00000136490,NA,NA,LIMD2,protein_coding,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142],LIMD2
ENSG00000224383,NA,NA,PRR29,protein_coding,proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673],PRR29
ENSG00000256525,NA,NA,POLG2,protein_coding,"DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]",POLG2
ENSG00000154229,ENSG00000154229,NA,PRKCA,protein_coding,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393],PRKCA
ENSG00000075429,NA,NA,CACNG5,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409],CACNG5
ENSG00000197170,ENSG00000197170,NA,PSMD12,protein_coding,"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]",PSMD12
ENSG00000108932,NA,NA,SLC16A6,protein_coding,solute carrier family 16 member 6 [Source:HGNC Symbol;Acc:HGNC:10927],SLC16A6
ENSG00000070540,NA,NA,WIPI1,protein_coding,"WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]",WIPI1
ENSG00000154265,NA,NA,ABCA5,protein_coding,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35],ABCA5
ENSG00000204345,NA,NA,CD300LD,protein_coding,CD300 molecule like family member d [Source:HGNC Symbol;Acc:HGNC:16848],CD300LD
ENSG00000172794,NA,NA,RAB37,protein_coding,"RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]",RAB37
ENSG00000180901,NA,NA,KCTD2,protein_coding,potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294],KCTD2
ENSG00000125447,NA,NA,GGA3,protein_coding,"golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]",GGA3
ENSG00000073350,NA,NA,LLGL2,protein_coding,"LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]",LLGL2
ENSG00000108469,ENSG00000108469,NA,RECQL5,protein_coding,RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950],RECQL5
ENSG00000161526,NA,NA,SAP30BP,protein_coding,SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785],SAP30BP
ENSG00000175931,ENSG00000175931,NA,UBE2O,protein_coding,ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554],UBE2O
ENSG00000161544,NA,NA,CYGB,protein_coding,cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505],CYGB
ENSG00000182534,NA,NA,MXRA7,protein_coding,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541],MXRA7
ENSG00000167895,NA,NA,TMC8,protein_coding,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474],TMC8
ENSG00000187997,NA,NA,C17orf99,protein_coding,chromosome 17 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:34490],C17orf99
ENSG00000108669,NA,ENSG00000108669,CYTH1,protein_coding,cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501],CYTH1
ENSG00000055483,NA,NA,USP36,protein_coding,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],USP36
ENSG00000035862,ENSG00000035862,NA,TIMP2,protein_coding,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],TIMP2
ENSG00000167280,ENSG00000167280,NA,ENGASE,protein_coding,endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622],ENGASE
ENSG00000182156,NA,NA,ENPP7,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:HGNC:23764],ENPP7
ENSG00000173894,NA,NA,CBX2,protein_coding,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],CBX2
ENSG00000141527,NA,NA,CARD14,protein_coding,caspase recruitment domain family member 14 [Source:HGNC Symbol;Acc:HGNC:16446],CARD14
ENSG00000141564,NA,NA,RPTOR,protein_coding,regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287],RPTOR
ENSG00000175866,NA,NA,BAIAP2,protein_coding,BAI1 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:947],BAIAP2
ENSG00000185504,NA,NA,FAAP100,protein_coding,FA core complex associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26171],FAAP100
ENSG00000182446,NA,NA,NPLOC4,protein_coding,"NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]",NPLOC4
ENSG00000185813,NA,NA,PCYT2,protein_coding,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]",PCYT2
ENSG00000197063,NA,NA,MAFG,protein_coding,MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781],MAFG
ENSG00000169727,NA,NA,GPS1,protein_coding,G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549],GPS1
ENSG00000141574,NA,NA,SECTM1,protein_coding,secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707],SECTM1
ENSG00000181396,NA,NA,OGFOD3,protein_coding,2-oxoglutarate and iron dependent oxygenase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26174],OGFOD3
ENSG00000141562,NA,NA,NARF,protein_coding,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916],NARF
ENSG00000141568,NA,NA,FOXK2,protein_coding,forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036],FOXK2
ENSG00000141556,NA,NA,TBCD,protein_coding,tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581],TBCD
ENSG00000175711,NA,NA,B3GNTL1,protein_coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]",B3GNTL1
ENSG00000158270,NA,NA,COLEC12,protein_coding,collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016],COLEC12
ENSG00000132199,NA,NA,ENOSF1,protein_coding,enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365],ENOSF1
ENSG00000101574,NA,NA,METTL4,protein_coding,methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726],METTL4
ENSG00000101605,NA,NA,MYOM1,protein_coding,myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613],MYOM1
ENSG00000206432,NA,NA,TMEM200C,protein_coding,transmembrane protein 200C [Source:HGNC Symbol;Acc:HGNC:37208],TMEM200C
ENSG00000101745,ENSG00000101745,ENSG00000101745,ANKRD12,protein_coding,ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135],ANKRD12
ENSG00000154856,NA,NA,APCDD1,protein_coding,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718],APCDD1
ENSG00000134278,NA,NA,SPIRE1,protein_coding,spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622],SPIRE1
ENSG00000101624,NA,NA,CEP76,protein_coding,centrosomal protein 76 [Source:HGNC Symbol;Acc:HGNC:25727],CEP76
ENSG00000101639,NA,NA,CEP192,protein_coding,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515],CEP192
ENSG00000177150,ENSG00000177150,NA,FAM210A,protein_coding,family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346],FAM210A
ENSG00000185231,NA,NA,MC2R,protein_coding,melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930],MC2R
ENSG00000175322,NA,NA,ZNF519,protein_coding,zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574],ZNF519
ENSG00000183206,NA,NA,POTEC,protein_coding,POTE ankyrin domain family member C [Source:HGNC Symbol;Acc:HGNC:33894],POTEC
ENSG00000067900,NA,NA,ROCK1,protein_coding,Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251],ROCK1
ENSG00000134490,NA,NA,TMEM241,protein_coding,transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723],TMEM241
ENSG00000141452,NA,NA,RMC1,protein_coding,regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326],RMC1
ENSG00000154065,NA,NA,ANKRD29,protein_coding,ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110],ANKRD29
ENSG00000053747,NA,NA,LAMA3,protein_coding,laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483],LAMA3
ENSG00000154080,NA,NA,CHST9,protein_coding,carbohydrate sulfotransferase 9 [Source:HGNC Symbol;Acc:HGNC:19898],CHST9
ENSG00000134762,NA,NA,DSC3,protein_coding,desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037],DSC3
ENSG00000101695,NA,NA,RNF125,protein_coding,ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150],RNF125
ENSG00000141429,NA,NA,GALNT1,protein_coding,polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123],GALNT1
ENSG00000141425,NA,NA,RPRD1A,protein_coding,regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560],RPRD1A
ENSG00000134759,NA,NA,ELP2,protein_coding,elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248],ELP2
ENSG00000075643,NA,NA,MOCOS,protein_coding,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234],MOCOS
ENSG00000134779,NA,NA,TPGS2,protein_coding,tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561],TPGS2
ENSG00000152223,NA,NA,EPG5,protein_coding,ectopic P-granules autophagy protein 5 homolog [Source:HGNC Symbol;Acc:HGNC:29331],EPG5
ENSG00000152229,NA,NA,PSTPIP2,protein_coding,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581],PSTPIP2
ENSG00000152234,NA,NA,ATP5F1A,protein_coding,ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823],ATP5F1A
ENSG00000267228,NA,NA,AC012254.2,protein_coding,novel transcript,AC012254.2
ENSG00000134049,NA,NA,IER3IP1,protein_coding,immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18550],IER3IP1
ENSG00000175387,NA,NA,SMAD2,protein_coding,SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768],SMAD2
ENSG00000134030,ENSG00000134030,NA,CTIF,protein_coding,cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925],CTIF
ENSG00000154839,NA,NA,SKA1,protein_coding,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],SKA1
ENSG00000141639,ENSG00000141639,NA,MAPK4,protein_coding,mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878],MAPK4
ENSG00000134042,NA,NA,MRO,protein_coding,maestro [Source:HGNC Symbol;Acc:HGNC:24121],MRO
ENSG00000141646,NA,NA,SMAD4,protein_coding,SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770],SMAD4
ENSG00000187323,NA,NA,DCC,protein_coding,DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701],DCC
ENSG00000177511,NA,NA,ST8SIA3,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]",ST8SIA3
ENSG00000119547,ENSG00000119547,NA,ONECUT2,protein_coding,one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139],ONECUT2
ENSG00000066926,NA,NA,FECH,protein_coding,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],FECH
ENSG00000166569,NA,NA,CPLX4,protein_coding,complexin 4 [Source:HGNC Symbol;Acc:HGNC:24330],CPLX4
ENSG00000176641,NA,NA,RNF152,protein_coding,ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811],RNF152
ENSG00000141665,NA,ENSG00000141665,FBXO15,protein_coding,F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617],FBXO15
ENSG00000166347,NA,NA,CYB5A,protein_coding,cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570],CYB5A
ENSG00000180011,NA,NA,ZADH2,protein_coding,zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697],ZADH2
ENSG00000206026,NA,NA,SMIM21,protein_coding,small integral membrane protein 21 [Source:HGNC Symbol;Acc:HGNC:27598],SMIM21
ENSG00000101493,ENSG00000101493,NA,ZNF516,protein_coding,zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990],ZNF516
ENSG00000197971,NA,NA,MBP,protein_coding,myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925],MBP
ENSG00000166377,NA,NA,ATP9B,protein_coding,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541],ATP9B
ENSG00000060069,NA,NA,CTDP1,protein_coding,CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498],CTDP1
ENSG00000122490,NA,NA,PQLC1,protein_coding,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188],PQLC1
ENSG00000101282,ENSG00000101282,NA,RSPO4,protein_coding,R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175],RSPO4
ENSG00000125818,ENSG00000125818,NA,PSMF1,protein_coding,proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571],PSMF1
ENSG00000088832,NA,NA,FKBP1A,protein_coding,FK506 binding protein 1A [Source:HGNC Symbol;Acc:HGNC:3711],FKBP1A
ENSG00000088833,NA,NA,NSFL1C,protein_coding,NSFL1 cofactor [Source:HGNC Symbol;Acc:HGNC:15912],NSFL1C
ENSG00000101327,NA,NA,PDYN,protein_coding,prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820],PDYN
ENSG00000088876,NA,NA,ZNF343,protein_coding,zinc finger protein 343 [Source:HGNC Symbol;Acc:HGNC:16017],ZNF343
ENSG00000101361,NA,NA,NOP56,protein_coding,NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911],NOP56
ENSG00000241690,NA,NA,AL035460.1,protein_coding,novel protein,AL035460.1
ENSG00000198326,NA,NA,TMEM239,protein_coding,transmembrane protein 239 [Source:HGNC Symbol;Acc:HGNC:40044],TMEM239
ENSG00000185019,NA,NA,UBOX5,protein_coding,U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777],UBOX5
ENSG00000088812,ENSG00000088812,NA,ATRN,protein_coding,attractin [Source:HGNC Symbol;Acc:HGNC:885],ATRN
ENSG00000125779,NA,NA,PANK2,protein_coding,pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894],PANK2
ENSG00000101236,NA,NA,RNF24,protein_coding,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779],RNF24
ENSG00000101265,ENSG00000101265,NA,RASSF2,protein_coding,Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883],RASSF2
ENSG00000089057,NA,NA,SLC23A2,protein_coding,solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973],SLC23A2
ENSG00000101290,NA,NA,CDS2,protein_coding,CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801],CDS2
ENSG00000125827,NA,NA,TMX4,protein_coding,thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237],TMX4
ENSG00000125863,NA,NA,MKKS,protein_coding,McKusick-Kaufman syndrome [Source:HGNC Symbol;Acc:HGNC:7108],MKKS
ENSG00000101384,NA,NA,JAG1,protein_coding,jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188],JAG1
ENSG00000132640,NA,NA,BTBD3,protein_coding,BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854],BTBD3
ENSG00000089048,NA,NA,ESF1,protein_coding,ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898],ESF1
ENSG00000125850,NA,NA,OVOL2,protein_coding,ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804],OVOL2
ENSG00000173404,NA,NA,INSM1,protein_coding,INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090],INSM1
ENSG00000188559,ENSG00000188559,ENSG00000188559,RALGAPA2,protein_coding,Ral GTPase activating protein catalytic alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:16207],RALGAPA2
ENSG00000283932,NA,NA,AL121722.1,protein_coding,novel transcript,AL121722.1
ENSG00000125810,NA,NA,CD93,protein_coding,CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855],CD93
ENSG00000173335,NA,NA,CST9,protein_coding,cystatin 9 [Source:HGNC Symbol;Acc:HGNC:13261],CST9
ENSG00000154930,NA,NA,ACSS1,protein_coding,acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091],ACSS1
ENSG00000197586,NA,NA,ENTPD6,protein_coding,ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368],ENTPD6
ENSG00000100997,NA,NA,ABHD12,protein_coding,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868],ABHD12
ENSG00000101003,NA,NA,GINS1,protein_coding,GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980],GINS1
ENSG00000131044,NA,NA,TTLL9,protein_coding,tubulin tyrosine ligase like 9 [Source:HGNC Symbol;Acc:HGNC:16118],TTLL9
ENSG00000088356,NA,NA,PDRG1,protein_coding,p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119],PDRG1
ENSG00000260903,NA,NA,XKR7,protein_coding,XK related 7 [Source:HGNC Symbol;Acc:HGNC:23062],XKR7
ENSG00000101337,ENSG00000101337,NA,TM9SF4,protein_coding,transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797],TM9SF4
ENSG00000197183,NA,NA,NOL4L,protein_coding,nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106],NOL4L
ENSG00000088305,ENSG00000088305,NA,DNMT3B,protein_coding,DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979],DNMT3B
ENSG00000101367,NA,NA,MAPRE1,protein_coding,microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890],MAPRE1
ENSG00000125967,NA,NA,NECAB3,protein_coding,N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851],NECAB3
ENSG00000131061,NA,NA,ZNF341,protein_coding,zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992],ZNF341
ENSG00000101421,NA,NA,CHMP4B,protein_coding,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171],CHMP4B
ENSG00000078804,NA,NA,TP53INP2,protein_coding,tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104],TP53INP2
ENSG00000125966,NA,NA,MMP24,protein_coding,matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172],MMP24
ENSG00000126001,NA,NA,CEP250,protein_coding,centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859],CEP250
ENSG00000101342,NA,NA,TLDC2,protein_coding,TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16112],TLDC2
ENSG00000101347,NA,NA,SAMHD1,protein_coding,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925],SAMHD1
ENSG00000198959,NA,NA,TGM2,protein_coding,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778],TGM2
ENSG00000170471,NA,NA,RALGAPB,protein_coding,Ral GTPase activating protein non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:29221],RALGAPB
ENSG00000196090,NA,NA,PTPRT,protein_coding,"protein tyrosine phosphatase, receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]",PTPRT
ENSG00000185513,NA,NA,L3MBTL1,protein_coding,"L3MBTL1, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:15905]",L3MBTL1
ENSG00000168734,NA,NA,PKIG,protein_coding,cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019],PKIG
ENSG00000101098,ENSG00000101098,NA,RIMS4,protein_coding,regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183],RIMS4
ENSG00000101104,NA,NA,PABPC1L,protein_coding,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797],PABPC1L
ENSG00000124134,NA,ENSG00000124134,KCNS1,protein_coding,potassium voltage-gated channel modifier subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:6300],KCNS1
ENSG00000124155,NA,NA,PIGT,protein_coding,phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938],PIGT
ENSG00000101473,NA,NA,ACOT8,protein_coding,acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919],ACOT8
ENSG00000124160,NA,NA,NCOA5,protein_coding,nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909],NCOA5
ENSG00000124198,NA,NA,ARFGEF2,protein_coding,ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853],ARFGEF2
ENSG00000124207,NA,ENSG00000124207,CSE1L,protein_coding,chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431],CSE1L
ENSG00000158445,ENSG00000158445,NA,KCNB1,protein_coding,potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231],KCNB1
ENSG00000124212,NA,NA,PTGIS,protein_coding,prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603],PTGIS
ENSG00000197818,NA,NA,SLC9A8,protein_coding,solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728],SLC9A8
ENSG00000158480,NA,ENSG00000158480,SPATA2,protein_coding,spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681],SPATA2
ENSG00000124208,NA,NA,TMEM189-UBE2V1,protein_coding,TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521],TMEM189-UBE2V1
ENSG00000244687,NA,ENSG00000244687,UBE2V1,protein_coding,ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494],UBE2V1
ENSG00000124243,NA,NA,BCAS4,protein_coding,breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:HGNC:14367],BCAS4
ENSG00000101096,NA,NA,NFATC2,protein_coding,nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776],NFATC2
ENSG00000101115,NA,ENSG00000101115,SALL4,protein_coding,spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924],SALL4
ENSG00000101138,NA,NA,CSTF1,protein_coding,cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483],CSTF1
ENSG00000179242,NA,NA,CDH4,protein_coding,cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763],CDH4
ENSG00000149657,NA,NA,LSM14B,protein_coding,LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887],LSM14B
ENSG00000130703,NA,NA,OSBPL2,protein_coding,oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761],OSBPL2
ENSG00000101189,NA,NA,MRGBP,protein_coding,MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866],MRGBP
ENSG00000101204,NA,NA,CHRNA4,protein_coding,cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958],CHRNA4
ENSG00000075043,ENSG00000075043,NA,KCNQ2,protein_coding,potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296],KCNQ2
ENSG00000130589,NA,NA,HELZ2,protein_coding,helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021],HELZ2
ENSG00000197457,NA,NA,STMN3,protein_coding,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926],STMN3
ENSG00000101246,NA,NA,ARFRP1,protein_coding,ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662],ARFRP1
ENSG00000141934,NA,NA,PLPP2,protein_coding,phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230],PLPP2
ENSG00000129946,NA,NA,SHC2,protein_coding,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869],SHC2
ENSG00000198858,NA,NA,R3HDM4,protein_coding,R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270],R3HDM4
ENSG00000180448,NA,NA,ARHGAP45,protein_coding,Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102],ARHGAP45
ENSG00000099817,NA,NA,POLR2E,protein_coding,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192],POLR2E
ENSG00000167470,NA,NA,MIDN,protein_coding,midnolin [Source:HGNC Symbol;Acc:HGNC:16298],MIDN
ENSG00000099622,NA,NA,CIRBP,protein_coding,cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982],CIRBP
ENSG00000160953,NA,NA,MUM1,protein_coding,melanoma associated antigen (mutated) 1 [Source:HGNC Symbol;Acc:HGNC:29641],MUM1
ENSG00000119559,NA,NA,C19orf25,protein_coding,chromosome 19 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:26711],C19orf25
ENSG00000185761,NA,NA,ADAMTSL5,protein_coding,ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912],ADAMTSL5
ENSG00000071655,NA,NA,MBD3,protein_coding,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918],MBD3
ENSG00000129911,NA,NA,KLF16,protein_coding,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857],KLF16
ENSG00000227500,NA,NA,SCAMP4,protein_coding,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385],SCAMP4
ENSG00000133243,ENSG00000133243,NA,BTBD2,protein_coding,BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504],BTBD2
ENSG00000188305,NA,NA,PEAK3,protein_coding,PEAK family member 3 [Source:HGNC Symbol;Acc:HGNC:24793],PEAK3
ENSG00000176619,NA,ENSG00000176619,LMNB2,protein_coding,lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638],LMNB2
ENSG00000172009,NA,NA,THOP1,protein_coding,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793],THOP1
ENSG00000172006,NA,NA,ZNF554,protein_coding,zinc finger protein 554 [Source:HGNC Symbol;Acc:HGNC:26629],ZNF554
