human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000183579,NA,NA,ZNRF3,protein_coding,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126],ZNRF3
ENSG00000185340,NA,NA,GAS2L1,protein_coding,growth arrest specific 2 like 1 [Source:HGNC Symbol;Acc:HGNC:16955],GAS2L1
ENSG00000100280,NA,NA,AP1B1,protein_coding,adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554],AP1B1
ENSG00000186575,NA,ENSG00000186575,NF2,protein_coding,neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773],NF2
ENSG00000100330,NA,NA,MTMR3,protein_coding,myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451],MTMR3
ENSG00000183963,NA,NA,SMTN,protein_coding,smoothelin [Source:HGNC Symbol;Acc:HGNC:11126],SMTN
ENSG00000100225,NA,NA,FBXO7,protein_coding,F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586],FBXO7
ENSG00000100302,NA,NA,RASD2,protein_coding,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229],RASD2
ENSG00000100360,NA,NA,IFT27,protein_coding,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],IFT27
ENSG00000128309,NA,NA,MPST,protein_coding,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223],MPST
ENSG00000100079,NA,NA,LGALS2,protein_coding,galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562],LGALS2
ENSG00000185022,NA,NA,MAFF,protein_coding,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780],MAFF
ENSG00000100221,NA,NA,JOSD1,protein_coding,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],JOSD1
ENSG00000186732,NA,NA,MPPED1,protein_coding,metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306],MPPED1
ENSG00000196576,NA,NA,PLXNB2,protein_coding,plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104],PLXNB2
ENSG00000277117,NA,NA,FP565260.3,protein_coding,"Homo sapiens ICOS ligand (LOC102723996), mRNA. [Source:RefSeq mRNA;Acc:NM_001363770]",FP565260.3
ENSG00000154642,NA,NA,C21orf91,protein_coding,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459],C21orf91
ENSG00000154645,NA,NA,CHODL,protein_coding,chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807],CHODL
ENSG00000157578,NA,NA,LCA5L,protein_coding,"LCA5L, lebercilin like [Source:HGNC Symbol;Acc:HGNC:1255]",LCA5L
ENSG00000160223,NA,NA,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087],ICOSLG
ENSG00000243501,ENSG00000243501,NA,AL365232.1,protein_coding,novel transcript,AL365232.1
ENSG00000256980,ENSG00000256980,NA,KHDC1L,protein_coding,KH domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:37274],KHDC1L
ENSG00000136710,ENSG00000136710,NA,CCDC115,protein_coding,coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178],CCDC115
ENSG00000115539,ENSG00000115539,NA,PDCL3,protein_coding,phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860],PDCL3
ENSG00000115594,ENSG00000115594,NA,IL1R1,protein_coding,interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993],IL1R1
ENSG00000170417,ENSG00000170417,NA,TMEM182,protein_coding,transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391],TMEM182
ENSG00000138386,ENSG00000138386,NA,NAB1,protein_coding,NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626],NAB1
ENSG00000163596,ENSG00000163596,NA,ICA1L,protein_coding,islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442],ICA1L
ENSG00000079308,ENSG00000079308,NA,TNS1,protein_coding,tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973],TNS1
ENSG00000115649,ENSG00000115649,NA,CNPPD1,protein_coding,cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220],CNPPD1
ENSG00000286239,ENSG00000286239,ENSG00000286239,NA,NA,NA,NA
ENSG00000085449,ENSG00000085449,ENSG00000085449,WDFY1,protein_coding,WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451],WDFY1
ENSG00000169047,ENSG00000169047,NA,IRS1,protein_coding,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125],IRS1
ENSG00000153827,ENSG00000153827,NA,TRIP12,protein_coding,thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306],TRIP12
ENSG00000163053,ENSG00000163053,NA,SLC16A14,protein_coding,solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417],SLC16A14
ENSG00000115488,ENSG00000115488,NA,NEU2,protein_coding,neuraminidase 2 [Source:HGNC Symbol;Acc:HGNC:7759],NEU2
ENSG00000123485,ENSG00000123485,NA,HJURP,protein_coding,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],HJURP
,,NA,NA,NA,NA,NA
ENSG00000168393,ENSG00000168393,NA,DTYMK,protein_coding,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],DTYMK
ENSG00000074047,ENSG00000074047,NA,GLI2,protein_coding,GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318],GLI2
ENSG00000144224,ENSG00000144224,NA,UBXN4,protein_coding,UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860],UBXN4
ENSG00000162891,ENSG00000162891,NA,IL20,protein_coding,interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002],IL20
ENSG00000133056,ENSG00000133056,NA,PIK3C2B,protein_coding,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972],PIK3C2B
ENSG00000177888,ENSG00000177888,NA,ZBTB41,protein_coding,zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819],ZBTB41
ENSG00000135828,ENSG00000135828,NA,RNASEL,protein_coding,ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050],RNASEL
ENSG00000179930,ENSG00000179930,NA,ZNF648,protein_coding,zinc finger protein 648 [Source:HGNC Symbol;Acc:HGNC:18190],ZNF648
ENSG00000121454,ENSG00000121454,NA,LHX4,protein_coding,LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734],LHX4
ENSG00000135837,ENSG00000135837,NA,CEP350,protein_coding,centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238],CEP350
ENSG00000169905,ENSG00000169905,NA,TOR1AIP2,protein_coding,torsin 1A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055],TOR1AIP2
ENSG00000116147,ENSG00000116147,NA,TNR,protein_coding,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953],TNR
ENSG00000136630,ENSG00000136630,NA,HLX,protein_coding,H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978],HLX
ENSG00000148468,ENSG00000148468,NA,FAM171A1,protein_coding,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],FAM171A1
ENSG00000165629,ENSG00000165629,NA,ATP5F1C,protein_coding,ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833],ATP5F1C
ENSG00000123243,ENSG00000123243,NA,ITIH5,protein_coding,inter-alpha-trypsin inhibitor heavy chain family member 5 [Source:HGNC Symbol;Acc:HGNC:21449],ITIH5
ENSG00000134470,ENSG00000134470,NA,IL15RA,protein_coding,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978],IL15RA
ENSG00000148484,ENSG00000148484,NA,RSU1,protein_coding,Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464],RSU1
ENSG00000125637,ENSG00000125637,NA,PSD4,protein_coding,pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096],PSD4
ENSG00000148411,ENSG00000148411,NA,NACC2,protein_coding,NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846],NACC2
ENSG00000172889,ENSG00000172889,NA,EGFL7,protein_coding,EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594],EGFL7
ENSG00000130635,ENSG00000130635,NA,COL5A1,protein_coding,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209],COL5A1
ENSG00000148308,ENSG00000148308,NA,GTF3C5,protein_coding,general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668],GTF3C5
ENSG00000148335,ENSG00000148335,NA,NTMT1,protein_coding,N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373],NTMT1
ENSG00000171169,ENSG00000171169,NA,NAIF1,protein_coding,nuclear apoptosis inducing factor 1 [Source:HGNC Symbol;Acc:HGNC:25446],NAIF1
ENSG00000257524,ENSG00000257524,NA,AL157935.2,protein_coding,novel transcript,AL157935.2
ENSG00000160408,ENSG00000160408,NA,ST6GALNAC6,protein_coding,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]",ST6GALNAC6
ENSG00000095370,ENSG00000095370,ENSG00000095370,SH2D3C,protein_coding,SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884],SH2D3C
ENSG00000136830,ENSG00000136830,NA,FAM129B,protein_coding,family with sequence similarity 129 member B [Source:HGNC Symbol;Acc:HGNC:25282],FAM129B
ENSG00000136859,ENSG00000136859,NA,ANGPTL2,protein_coding,angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490],ANGPTL2
ENSG00000119487,ENSG00000119487,NA,MAPKAP1,protein_coding,mitogen-activated protein kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752],MAPKAP1
ENSG00000115159,ENSG00000115159,NA,GPD2,protein_coding,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456],GPD2
ENSG00000144355,ENSG00000144355,NA,DLX1,protein_coding,distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914],DLX1
ENSG00000149150,ENSG00000149150,NA,SLC43A1,protein_coding,solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225],SLC43A1
ENSG00000167822,ENSG00000167822,NA,OR8J3,protein_coding,olfactory receptor family 8 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:15312],OR8J3
ENSG00000172487,ENSG00000172487,NA,OR8J1,protein_coding,olfactory receptor family 8 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14855],OR8J1
ENSG00000186119,ENSG00000186119,NA,OR5D18,protein_coding,olfactory receptor family 5 subfamily D member 18 [Source:HGNC Symbol;Acc:HGNC:15285],OR5D18
ENSG00000181903,ENSG00000181903,NA,OR4C6,protein_coding,olfactory receptor family 4 subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:14743],OR4C6
ENSG00000181939,ENSG00000181939,NA,OR4C15,protein_coding,olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171],OR4C15
ENSG00000110427,ENSG00000110427,NA,KIAA1549L,protein_coding,KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836],KIAA1549L
ENSG00000182854,ENSG00000182854,NA,OR4F15,protein_coding,olfactory receptor family 4 subfamily F member 15 [Source:HGNC Symbol;Acc:HGNC:15078],OR4F15
ENSG00000140199,ENSG00000140199,NA,SLC12A6,protein_coding,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914],SLC12A6
ENSG00000284906,ENSG00000284906,NA,AC091057.6,protein_coding,Rho GTPase-activating protein 11B  [Source:UniProtKB/Swiss-Prot;Acc:Q3KRB8],AC091057.6
ENSG00000198826,ENSG00000198826,NA,ARHGAP11A,protein_coding,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783],ARHGAP11A
ENSG00000285077,ENSG00000285077,NA,ARHGAP11B,protein_coding,Rho GTPase activating protein 11B [Source:HGNC Symbol;Acc:HGNC:15782],ARHGAP11B
ENSG00000104129,ENSG00000104129,NA,DNAJC17,protein_coding,DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556],DNAJC17
ENSG00000188089,ENSG00000188089,NA,PLA2G4E,protein_coding,phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791],PLA2G4E
ENSG00000168781,ENSG00000168781,NA,PPIP5K1,protein_coding,diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023],PPIP5K1
ENSG00000144161,ENSG00000144161,NA,ZC3H8,protein_coding,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941],ZC3H8
ENSG00000188177,ENSG00000188177,NA,ZC3H6,protein_coding,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],ZC3H6
ENSG00000089057,ENSG00000089057,NA,SLC23A2,protein_coding,solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973],SLC23A2
ENSG00000101290,ENSG00000101290,NA,CDS2,protein_coding,CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801],CDS2
ENSG00000286235,ENSG00000286235,NA,NA,NA,NA,NA
ENSG00000125885,ENSG00000125885,NA,MCM8,protein_coding,minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147],MCM8
ENSG00000125898,ENSG00000125898,NA,FAM110A,protein_coding,family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188],FAM110A
ENSG00000101049,ENSG00000101049,NA,SGK2,protein_coding,"SGK2, serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:13900]",SGK2
ENSG00000124191,ENSG00000124191,NA,TOX2,protein_coding,TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095],TOX2
ENSG00000196839,ENSG00000196839,NA,ADA,protein_coding,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186],ADA
ENSG00000168612,ENSG00000168612,NA,ZSWIM1,protein_coding,zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155],ZSWIM1
ENSG00000101146,ENSG00000101146,NA,RAE1,protein_coding,ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828],RAE1
ENSG00000101189,ENSG00000101189,NA,MRGBP,protein_coding,MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866],MRGBP
ENSG00000196368,ENSG00000196368,NA,NUDT11,protein_coding,nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011],NUDT11
ENSG00000102100,ENSG00000102100,NA,SLC35A2,protein_coding,solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022],SLC35A2
ENSG00000102312,ENSG00000102312,NA,PORCN,protein_coding,porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652],PORCN
ENSG00000102225,ENSG00000102225,NA,CDK16,protein_coding,cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749],CDK16
ENSG00000125355,ENSG00000125355,NA,TMEM255A,protein_coding,transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086],TMEM255A
ENSG00000156531,ENSG00000156531,NA,PHF6,protein_coding,PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145],PHF6
ENSG00000155966,ENSG00000155966,NA,AFF2,protein_coding,AF4/FMR2 family member 2 [Source:HGNC Symbol;Acc:HGNC:3776],AFF2
ENSG00000184831,ENSG00000184831,NA,APOO,protein_coding,apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727],APOO
ENSG00000131089,ENSG00000131089,NA,ARHGEF9,protein_coding,Cdc42 guanine nucleotide exchange factor 9 [Source:HGNC Symbol;Acc:HGNC:14561],ARHGEF9
ENSG00000050030,ENSG00000050030,NA,NEXMIF,protein_coding,neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433],NEXMIF
ENSG00000174740,ENSG00000174740,NA,PABPC5,protein_coding,poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629],PABPC5
ENSG00000166432,ENSG00000166432,NA,ZMAT1,protein_coding,zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377],ZMAT1
ENSG00000123562,ENSG00000123562,NA,MORF4L2,protein_coding,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849],MORF4L2
ENSG00000176076,ENSG00000176076,NA,KCNE5,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241],KCNE5
ENSG00000077264,ENSG00000077264,NA,PAK3,protein_coding,p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592],PAK3
ENSG00000172943,ENSG00000172943,NA,PHF8,protein_coding,PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672],PHF8
ENSG00000173681,ENSG00000173681,NA,BCLAF3,protein_coding,BCLAF1 and THRAP3 family member 3 [Source:HGNC Symbol;Acc:HGNC:27413],BCLAF3
ENSG00000086717,ENSG00000086717,NA,PPEF1,protein_coding,protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243],PPEF1
ENSG00000169933,ENSG00000169933,NA,FRMPD4,protein_coding,FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007],FRMPD4
ENSG00000205268,ENSG00000205268,ENSG00000205268,PDE7A,protein_coding,phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791],PDE7A
ENSG00000188306,ENSG00000188306,NA,LRRIQ4,protein_coding,leucine rich repeats and IQ motif containing 4 [Source:HGNC Symbol;Acc:HGNC:34298],LRRIQ4
ENSG00000138686,ENSG00000138686,NA,BBS7,protein_coding,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758],BBS7
ENSG00000151014,ENSG00000151014,NA,NOCT,protein_coding,nocturnin [Source:HGNC Symbol;Acc:HGNC:14254],NOCT
ENSG00000180440,ENSG00000180440,NA,SERTM1,protein_coding,serine rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33792],SERTM1
ENSG00000174944,ENSG00000174944,NA,P2RY14,protein_coding,purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442],P2RY14
ENSG00000114805,ENSG00000114805,NA,PLCH1,protein_coding,phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185],PLCH1
ENSG00000169359,ENSG00000169359,NA,SLC33A1,protein_coding,solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95],SLC33A1
ENSG00000284952,ENSG00000284952,NA,AC104472.3,protein_coding,novel transcript,AC104472.3
ENSG00000113810,ENSG00000113810,NA,SMC4,protein_coding,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],SMC4
ENSG00000181541,ENSG00000181541,NA,MAB21L2,protein_coding,mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758],MAB21L2
ENSG00000198952,ENSG00000198952,NA,SMG5,protein_coding,"SMG5, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]",SMG5
ENSG00000116584,ENSG00000116584,ENSG00000116584,ARHGEF2,protein_coding,Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682],ARHGEF2
ENSG00000163463,ENSG00000163463,NA,KRTCAP2,protein_coding,keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942],KRTCAP2
ENSG00000143398,ENSG00000143398,NA,PIP5K1A,protein_coding,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994],PIP5K1A
ENSG00000014914,ENSG00000014914,NA,MTMR11,protein_coding,myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307],MTMR11
ENSG00000134198,ENSG00000134198,NA,TSPAN2,protein_coding,tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659],TSPAN2
ENSG00000009307,ENSG00000009307,NA,CSDE1,protein_coding,cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905],CSDE1
ENSG00000134242,ENSG00000134242,NA,PTPN22,protein_coding,"protein tyrosine phosphatase, non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]",PTPN22
ENSG00000116299,ENSG00000116299,NA,KIAA1324,protein_coding,KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618],KIAA1324
ENSG00000170989,ENSG00000170989,NA,S1PR1,protein_coding,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165],S1PR1
ENSG00000137960,ENSG00000137960,NA,GIPC2,protein_coding,GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177],GIPC2
ENSG00000033122,ENSG00000033122,NA,LRRC7,protein_coding,leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531],LRRC7
ENSG00000132424,ENSG00000132424,NA,PNISR,protein_coding,PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222],PNISR
ENSG00000172469,ENSG00000172469,NA,MANEA,protein_coding,mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072],MANEA
ENSG00000118432,ENSG00000118432,NA,CNR1,protein_coding,cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159],CNR1
ENSG00000122735,ENSG00000122735,NA,DNAI1,protein_coding,dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954],DNAI1
ENSG00000137094,ENSG00000137094,NA,DNAJB5,protein_coding,DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887],DNAJB5
ENSG00000107140,ENSG00000107140,NA,TESK1,protein_coding,testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731],TESK1
ENSG00000070610,ENSG00000070610,NA,GBA2,protein_coding,glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986],GBA2
ENSG00000137075,ENSG00000137075,NA,RNF38,protein_coding,ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052],RNF38
ENSG00000122696,ENSG00000122696,NA,SLC25A51,protein_coding,solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323],SLC25A51
ENSG00000141437,ENSG00000141437,NA,SLC25A52,protein_coding,solute carrier family 25 member 52 [Source:HGNC Symbol;Acc:HGNC:23324],SLC25A52
ENSG00000136928,ENSG00000136928,NA,GABBR2,protein_coding,gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507],GABBR2
ENSG00000165152,ENSG00000165152,NA,TMEM246,protein_coding,transmembrane protein 246 [Source:HGNC Symbol;Acc:HGNC:28180],TMEM246
ENSG00000179055,ENSG00000179055,NA,OR13D1,protein_coding,olfactory receptor family 13 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:14695],OR13D1
ENSG00000164946,ENSG00000164946,NA,FREM1,protein_coding,FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399],FREM1
ENSG00000185483,ENSG00000185483,NA,ROR1,protein_coding,receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256],ROR1
ENSG00000123080,ENSG00000123080,NA,CDKN2C,protein_coding,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789],CDKN2C
ENSG00000086015,ENSG00000086015,NA,MAST2,protein_coding,microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035],MAST2
ENSG00000188396,ENSG00000188396,NA,TCTEX1D4,protein_coding,Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32315],TCTEX1D4
ENSG00000142949,ENSG00000142949,NA,PTPRF,protein_coding,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]",PTPRF
ENSG00000134690,ENSG00000134690,NA,CDCA8,protein_coding,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629],CDCA8
ENSG00000163867,ENSG00000163867,NA,ZMYM6,protein_coding,zinc finger MYM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:13050],ZMYM6
ENSG00000121769,ENSG00000121769,NA,FABP3,protein_coding,fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557],FABP3
ENSG00000127423,ENSG00000127423,NA,AUNIP,protein_coding,aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363],AUNIP
ENSG00000117640,ENSG00000117640,NA,MTFR1L,protein_coding,mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836],MTFR1L
ENSG00000116688,ENSG00000116688,NA,MFN2,protein_coding,mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877],MFN2
ENSG00000177000,ENSG00000177000,NA,MTHFR,protein_coding,methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436],MTHFR
ENSG00000130939,ENSG00000130939,NA,UBE4B,protein_coding,ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500],UBE4B
ENSG00000142606,ENSG00000142606,NA,MMEL1,protein_coding,membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668],MMEL1
ENSG00000078808,ENSG00000078808,NA,SDF4,protein_coding,stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188],SDF4
ENSG00000135250,ENSG00000135250,NA,SRPK2,protein_coding,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306],SRPK2
ENSG00000133612,ENSG00000133612,NA,AGAP3,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]",AGAP3
ENSG00000168936,ENSG00000168936,NA,TMEM129,protein_coding,transmembrane protein 129 [Source:HGNC Symbol;Acc:HGNC:25137],TMEM129
ENSG00000068078,ENSG00000068078,NA,FGFR3,protein_coding,fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690],FGFR3
ENSG00000206113,ENSG00000206113,NA,CFAP99,protein_coding,cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180],CFAP99
ENSG00000087274,ENSG00000087274,NA,ADD1,protein_coding,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243],ADD1
ENSG00000002587,ENSG00000002587,NA,HS3ST1,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],HS3ST1
ENSG00000109819,ENSG00000109819,NA,PPARGC1A,protein_coding,PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237],PPARGC1A
ENSG00000169851,ENSG00000169851,NA,PCDH7,protein_coding,protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659],PCDH7
ENSG00000154277,ENSG00000154277,NA,UCHL1,protein_coding,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513],UCHL1
ENSG00000109158,ENSG00000109158,NA,GABRA4,protein_coding,gamma-aminobutyric acid type A receptor alpha4 subunit [Source:HGNC Symbol;Acc:HGNC:4078],GABRA4
